Census Tract,Academic,Activities,Administration,Adult Care Facilities,Adult Day Care,Adult Enriched Housing,Adult Entertainment (X-Rated),Air Pollution / Air Quality Station,American Legion,"Animal Shelter, Vet",Apartments,Apts In Multi Use Bldg,Athletic Fields,Auditorium,Authority Garage,Auto Dealership,Auto Parts,Auto Related Services,Auto Rental,Auto Towing,Bagel/Donut Shop,Bakery,Bank,Bar,Bar (X-Rated),Bed & Breakfast,Benevolent Org,Body Shop,Bowling Alley,Bus Shelter,Bus Transfer  Hub,Business School,Cable Tv Facility,Car Wash,Cell Facility On Bldg,Cell Facility On Other Antenna,Cell Facility On Water Tower,Cell Tower,Cemetery,Chapel,Chinese,Chiropractic,Church,Church Hall,City Garage,City Government,City Park (Community Park),City Park (Downtown Park),City Park (Medians),City Park (Natural Area),City Park (Neighborhood Park),City Park (Open Space),City Park (Playground),Cnyrta Garage,Coffee,Cold Storage,College,Community Center,Community Police Center,Community Residence,Condo,Convenience Store,Convent,Converted House,Corrections,Country Club,County Garage,County Govt,County Neighborhood Office,County Park,Credit Union,Day Care,Deli,Dentist Office,Diner,Dining Hall,District Office,Doctor Office In House,Dorm,Drug Store,Dry Cleaner,Education (Non-Instructional),Educational Facility,El,Electric Facilty,"Electric, Gas Facility",Elks,Ems,Ems Staging Area,Ethnic Foods,Faculty Residence,Fast Food,Federal Govt,Feed Sales Outlet,Field Station,"Fire Dept (Admin, Training Etc)",Fire House,Fish,Fitness,Floatable Facility,Flood Control,Frat/Sor House,"Fuel Storage, Distribution",Funeral Home,Furniture,Gas Station,Glass,Golf Course,Government,Gymnasium,Health Facility,Heavy Equipment,High,Home Improvement,Homeless Shelter,Honeywell Lake Project,Hospital,Hospitality House (Non-Profit),Hotel,Ice Cream,Inactive Or Historic Cemetery,Indoor Parking Garage,Indoor Skating Rink,Indoor Sports,Infirmary,Jewelry,Junkyard,Large Retail Store,Laundromat,Law Office,Lawn And Snow Removal,Library,Library (Ocpl Member),Limousine Service,Liquor Store,Manufacturing,Masons,Mausoleum,"Meats, Fish",Miscellaneous Public Space,Moose,Mosque,Motel,Motorcycles,Movie Theatre,"Mufflers, Brakes",Multi Use Building,Museum,Natural Gas Facility,Neighborhood Shopping Center,Nursing Home,Nys Community Service,Off Campus Instructional,Office Bldg,Office Park,Office Supplies,Oil Change,Optometrist/Eye Care,Org / Management,Other Health Facility,Outdoor Parking Lot,Outdoor Sports,Painting,Park,Pharmacy,Physical Plant,Physical Therapy,Pizza,Playground,Police Station,Pool Hall / Video Games,Post Office,Private School Bus,Professional Bldg,Professional Bldg (Medical),Public Authority,Public Safety,Public Safety Administrative,Pump House,Pump Stations,Radio,Radio Broadcast Tower,Radio Station,Railroad Facility,Recruiting Office,Rectory,Regional Shopping Center,Religious Residence,Religious School,Repair,Reservoir,Rest Home (Non-Medical),Restaurant,Rooming House/ Sro,Rustproofing,School,School Bus Garage,Self Storage,Senior,Senior And Mixed,Sfd Virtual Sta,Single Family House,Small Retail Store,Small Single-Use Bldg,"Small, Multi-Use Bldg",Social Organization,Social Store,Special School,Special Social,Spiritual Center,Sporting Goods (Including Guns),Stadium,State Garage,State Govt,State Park,STJ HOSP,Storefront  Church,Student Housing,Sub Shop,Supermarkets,Swimming Pool,Synagogue,Take Out Food,Telephone Facility,Theatre,Three-Family House,Tires,Town/Vill/Park,Transmission,Treatment Plants,Truck Repair,Truck Stop,Truck Tires,Trucking Terminal,Trucks Only,Tv Station,Two-Family House,Used Car Only,Vacant Bldg,Vfw,Warehouse,Water Supply,Water Tank,Wholesale Club,Ymca,Youth Home,Zoo,Grand Total
21.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.001033058,0.001033058,0,0.006198347,0,0,0.001033058,0.004132231,0,0.001033058,0,0,0,0,0.001033058,0,0,0.001033058,0,0,0,0.001033058,0.006198347,0,0,0,0,0,0.002066116,0,0.001033058,0.001033058,0,0,0,0,0,0,0,0.001033058,0,0.003099174,0.001033058,0,0,0,0,0.001033058,0,0,0.001033058,0,0,0,0.002066116,0,0.001033058,0,0,0,0,0.001033058,0,0,0,0,0,0,0,0,0,0.001033058,0,0,0,0,0.001033058,0,0.001033058,0,0,0,0,0.002066116,0,0.003099174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001033058,0,0,0,0,0.001033058,0,0,0,0,0,0,0.002066116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0.001033058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002066116,0,0,0,0,0,0.002066116,0,0,0,0.010330579,0,0,0.002066116,0,0,0.001033058,0,0,0,0,0.001033058,0.195247934,0.002066116,0.022727273,0.002066116,0.002066116,0,0.002066116,0,0,0,0,0,0,0,0,0,0,0,0,0.001033058,0,0,0,0,0.058884298,0.001033058,0,0.001033058,0,0,0,0,0,0,0,0.443181818,0.01446281,0.039256198,0.001033058,0.020661157,0,0,0,0,0,0,1
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.002890173,0,0.002890173,0,0,0,0,0,0.002890173,0,0,0,0.002890173,0.002890173,0,0,0,0,0,0.002890173,0,0.00867052,0.002890173,0,0,0,0,0,0,0,0,0,0,0.002890173,0,0,0,0.002890173,0,0,0.00867052,0,0,0,0,0,0,0,0,0,0,0,0,0.002890173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005780347,0,0,0,0,0.049132948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002890173,0,0,0,0,0,0,0.005780347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002890173,0,0,0,0.014450867,0,0,0,0,0,0.005780347,0,0,0,0,0,0,0,0.005780347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01734104,0.014450867,0,0,0,0,0.002890173,0,0,0.066473988,0.026011561,0.115606936,0.002890173,0.002890173,0,0,0,0,0.002890173,0,0,0,0,0.005780347,0,0,0.005780347,0.002890173,0,0,0,0,0,0.080924855,0,0,0,0,0,0,0,0,0,0,0.242774566,0,0.00867052,0,0,0,0,0,0,0,0,1
24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.003960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001980198,0,0,0,0,0,0.001980198,0,0,0,0.001980198,0,0,0,0,0.001980198,0.001980198,0,0,0.005940594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001980198,0,0,0.003960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003960396,0,0,0.001980198,0,0,0,0,0,0.396039604,0,0.017821782,0,0.001980198,0,0,0,0,0.003960396,0,0,0,0,0,0,0,0,0.001980198,0,0,0,0,0,0.053465347,0,0,0.001980198,0,0,0,0,0,0,0,0.289108911,0.003960396,0.031683168,0,0.001980198,0,0,0,0,0,0,1
27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.001545595,0,0,0,0,0,0,0,0,0,0,0.001545595,0,0.00618238,0,0,0,0,0,0.001545595,0,0,0,0.001545595,0,0,0,0,0,0,0.001545595,0,0.001545595,0,0,0,0,0,0,0,0,0,0,0.001545595,0.001545595,0,0,0,0,0,0.001545595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001545595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309119,0,0,0,0,0,0,0.00309119,0,0,0,0,0,0,0,0,0.510046368,0,0.024729521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020092736,0,0,0,0,0,0,0,0,0,0,0.338485317,0,0.007727975,0,0,0,0,0,0,0,0,1
29.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.001644737,0,0,0.000822368,0,0,0.001644737,0,0,0,0,0,0,0,0,0,0,0,0,0.001644737,0.000822368,0,0,0,0.000822368,0,0.000822368,0,0,0,0,0,0,0,0,0,0,0,0.002467105,0,0,0,0,0,0,0,0,0.000822368,0,0,0.000822368,0.001644737,0,0.002467105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000822368,0,0,0,0,0,0,0,0,0.000822368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000822368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000822368,0,0,0,0.000822368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001644737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000822368,0,0,0,0.002467105,0,0,0.000822368,0,0,0.000822368,0,0,0,0,0,0.453125,0.003289474,0.013980263,0.002467105,0.001644737,0,0.000822368,0,0,0,0,0,0,0,0,0,0,0,0.001644737,0.001644737,0,0,0,0,0.033717105,0,0,0,0,0,0,0,0,0,0,0.393914474,0.002467105,0.012335526,0,0.003289474,0,0,0,0,0,0.000822368,1
30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.004854369,0,0,0,0,0,0.001618123,0,0,0,0,0.003236246,0.001618123,0,0,0,0,0,0,0.003236246,0,0,0,0,0,0,0,0.003236246,0,0.001618123,0,0,0,0,0,0.001618123,0,0,0.004854369,0,0,0,0,0,0.001618123,0.001618123,0,0.003236246,0,0,0,0,0,0,0,0,0,0.001618123,0,0,0,0.001618123,0,0,0,0,0,0,0.001618123,0,0,0,0,0.001618123,0,0.001618123,0,0,0,0,0,0,0,0,0,0,0,0,0.001618123,0,0.001618123,0.001618123,0,0,0,0,0,0,0.001618123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006472492,0,0,0,0,0,0,0,0,0,0.001618123,0,0,0,0,0,0,0.003236246,0.017799353,0,0,0,0,0,0,0,0,0,0,0.001618123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001618123,0,0,0,0.004854369,0,0,0,0.001618123,0,0.003236246,0,0,0,0,0,0.221682848,0,0.008090615,0.030744337,0.009708738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012944984,0,0,0,0,0.001618123,0,0,0,0,0,0.108414239,0.003236246,0.040453074,0,0.024271845,0,0,0,0,0,0,1
32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.001960784,0.005882353,0.02745098,0.039215686,0,0,0,0,0,0.015686275,0.001960784,0,0,0,0.015686275,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0.007843137,0,0,0,0,0,0,0.003921569,0,0,0.001960784,0,0,0,0,0.001960784,0,0.003921569,0,0,0.01372549,0,0,0.005882353,0.001960784,0.007843137,0,0.017647059,0,0,0,0.001960784,0.001960784,0.001960784,0,0,0,0,0.007843137,0,0,0,0,0,0,0.003921569,0,0,0,0.001960784,0.001960784,0.001960784,0,0,0,0,0,0,0.001960784,0,0,0.001960784,0,0,0,0,0,0,0,0,0,0.023529412,0,0,0.023529412,0,0,0,0.005882353,0,0,0,0.01372549,0,0,0,0,0.001960784,0.001960784,0,0,0,0,0,0,0,0,0,0,0.003921569,0.007843137,0,0,0,0,0.003921569,0.168627451,0,0,0,0.001960784,0.007843137,0,0.039215686,0,0,0,0,0,0,0.009803922,0,0.003921569,0,0.001960784,0,0.001960784,0.003921569,0.001960784,0.001960784,0.003921569,0,0,0,0,0,0.001960784,0,0.001960784,0,0,0,0.005882353,0,0,0.037254902,0.001960784,0,0,0,0,0.001960784,0,0,0,0.056862745,0.078431373,0.035294118,0.005882353,0,0.003921569,0,0,0,0,0,0.005882353,0,0,0,0,0.009803922,0,0,0,0.001960784,0,0.001960784,0,0.001960784,0,0,0,0,0,0,0,0,0,0,0,0.068627451,0,0.003921569,0,0,0,0.001960784,0,0,1
34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.011267606,0,0,0,0.002816901,0.005633803,0,0,0,0,0,0,0,0.005633803,0,0,0,0,0,0.002816901,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0.002816901,0.008450704,0.002816901,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0.005633803,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0.002816901,0.002816901,0,0,0.008450704,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0.008450704,0,0,0,0,0,0,0.002816901,0,0,0.002816901,0,0,0,0,0,0,0.002816901,0.011267606,0,0.002816901,0.002816901,0,0.002816901,0.002816901,0,0,0,0,0.002816901,0.002816901,0.002816901,0.002816901,0,0,0,0,0.002816901,0,0.025352113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008450704,0,0,0.005633803,0.011267606,0,0,0,0,0,0,0,0.107042254,0.011267606,0.030985915,0.011267606,0.011267606,0,0,0.002816901,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0.101408451,0.002816901,0,0,0,0,0,0,0,0,0.002816901,0.301408451,0.002816901,0.028169014,0,0.042253521,0,0,0,0,0,0,1
35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00143472,0,0,0,0.00143472,0,0.00143472,0,0,0,0.00143472,0,0,0,0.00143472,0,0,0.00143472,0,0.005738881,0,0,0,0,0,0,0,0.00143472,0,0.00143472,0,0,0.00286944,0,0,0,0.005738881,0,0,0,0,0,0,0,0,0,0,0.00143472,0,0,0.00286944,0.00143472,0,0,0,0,0,0.00143472,0,0,0.00143472,0.00143472,0,0,0,0,0.00286944,0,0.00143472,0,0,0,0,0.00143472,0,0,0,0,0,0,0.00143472,0,0.00143472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143472,0,0,0,0,0,0,0.00143472,0.00143472,0,0,0,0,0,0.00143472,0.007173601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143472,0,0,0.00143472,0,0,0.00143472,0,0,0.00143472,0,0,0,0,0,0,0,0,0.00143472,0,0,0.007173601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008608321,0,0,0,0,0,0,0.00143472,0.322812052,0.005738881,0.015781923,0.008608321,0,0,0.00143472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040172166,0,0,0,0,0,0,0,0,0,0,0.397417504,0.00143472,0.010043042,0,0.015781923,0,0,0,0,0,0,1
36.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.001290323,0,0,0,0,0,0,0.001290323,0.002580645,0,0,0,0,0.001290323,0,0,0,0,0,0,0,0,0.002580645,0,0.001290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001290323,0,0,0,0,0,0,0,0,0.001290323,0,0.001290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001290323,0,0,0,0,0,0,0,0.001290323,0,0,0,0,0,0,0,0,0,0.003870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001290323,0,0,0,0,0.001290323,0,0,0,0.585806452,0,0.00516129,0.001290323,0.002580645,0.001290323,0,0,0,0,0,0,0,0,0,0,0,0,0.001290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296774194,0.001290323,0.006451613,0,0.006451613,0,0,0,0,0,0,1
36.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.002129925,0,0,0.004259851,0.001064963,0,0,0,0,0.001064963,0,0,0,0,0,0,0,0.003194888,0,0,0.001064963,0.001064963,0,0,0,0,0,0,0,0,0.001064963,0,0,0,0,0,0,0,0,0.002129925,0,0,0,0,0,0,0,0,0,0,0.001064963,0,0.001064963,0.001064963,0,0,0,0.001064963,0,0,0,0,0,0,0,0,0,0,0.001064963,0.001064963,0.001064963,0,0,0,0,0,0,0,0.001064963,0,0,0,0,0,0.001064963,0.002129925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001064963,0,0,0.001064963,0.001064963,0,0,0.001064963,0,0,0.001064963,0,0.001064963,0,0,0,0,0,0,0,0,0,0.001064963,0,0,0,0,0,0,0.001064963,0,0,0,0.002129925,0,0,0,0.001064963,0,0,0,0,0.001064963,0,0,0,0.002129925,0.001064963,0,0,0,0,0,0,0.001064963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001064963,0,0,0.009584665,0,0,0,0,0,0,0,0,0.614483493,0.013844515,0.017039404,0.002129925,0,0,0,0,0,0,0,0,0,0,0,0,0.001064963,0,0.001064963,0,0,0,0,0,0,0,0,0.001064963,0,0,0,0,0,0,0,0.004259851,0,0.007454739,0,0.002129925,0,0,0.001064963,0,0,0,1
38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.001369863,0,0,0,0,0,0.001369863,0,0,0,0.001369863,0.001369863,0,0,0,0,0,0,0,0.001369863,0,0,0,0,0,0,0,0,0,0.001369863,0,0,0,0,0,0,0.001369863,0,0.002739726,0,0,0,0,0,0,0,0.002739726,0,0.001369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001369863,0,0,0.004109589,0,0,0.001369863,0,0,0,0,0,0.480821918,0.002739726,0.006849315,0.001369863,0.001369863,0.001369863,0,0,0,0,0,0,0,0.001369863,0,0,0,0,0,0,0,0,0,0,0.028767123,0,0,0,0,0,0,0,0,0,0,0.4,0,0.004109589,0,0,0,0,0,0,0,0,1
39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.001039501,0,0,0,0,0,0.001039501,0,0,0,0,0.001039501,0,0,0,0,0,0,0,0.007276507,0,0,0,0,0,0.002079002,0,0.001039501,0,0.003118503,0,0,0,0,0,0,0.003118503,0,0.005197505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001039501,0,0,0,0,0,0,0.001039501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001039501,0,0.002079002,0.001039501,0.003118503,0,0,0,0,0,0.005197505,0,0.363825364,0.001039501,0.009355509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062370062,0,0,0,0,0,0,0,0,0,0,0.444906445,0.001039501,0.01039501,0,0,0,0,0,0,0,0,1
40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0.002212389,0,0,0,0,0,0.002212389,0.002212389,0,0,0,0,0,0,0,0.004424779,0.004424779,0,0,0,0,0,0,0,0,0.004424779,0,0,0,0,0.002212389,0,0,0,0.006637168,0,0.002212389,0,0,0,0,0.004424779,0,0,0.002212389,0,0,0.006637168,0,0,0,0,0.002212389,0,0,0,0.002212389,0,0,0,0.002212389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002212389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004424779,0,0,0,0,0,0.002212389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006637168,0,0.002212389,0,0,0,0,0,0.276548673,0.008849558,0.030973451,0.008849558,0.015486726,0.002212389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037610619,0,0,0,0,0,0,0,0,0,0,0.272123894,0,0.026548673,0,0.004424779,0,0,0,0,0,0,1
42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.002607562,0,0,0,0.001303781,0,0.006518905,0,0,0,0.001303781,0.001303781,0,0,0,0,0,0,0,0.005215124,0,0,0,0,0.001303781,0.001303781,0,0.002607562,0,0,0,0,0,0,0.001303781,0,0,0,0.002607562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001303781,0,0,0.002607562,0.002607562,0,0,0,0,0,0.001303781,0,0,0,0,0,0,0,0.001303781,0,0,0,0,0,0.002607562,0,0,0,0,0,0,0,0,0.001303781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001303781,0.010430248,0,0,0,0,0,0,0,0,0,0,0,0,0.001303781,0,0,0,0,0.005215124,0,0,0,0,0,0.002607562,0,0,0,0,0.001303781,0,0,0,0,0,0,0,0,0,0,0.001303781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001303781,0,0,0.001303781,0,0,0,0,0,0,0.005215124,0,0.065189048,0.003911343,0.014341591,0,0.005215124,0,0.001303781,0.001303781,0,0,0,0,0,0,0,0.002607562,0,0,0,0.001303781,0,0,0,0,0.002607562,0,0,0,0,0,0,0,0,0,0,0.037809648,0,0.011734029,0,0.010430248,0,0,0,0,0,0,1
43.01,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.006289308,0,0.006289308,0.025157233,0,0,0,0,0,0.006289308,0,0,0,0,0.012578616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006289308,0,0,0,0,0.012578616,0,0,0.012578616,0.006289308,0,0,0.006289308,0,0,0,0,0,0.006289308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012578616,0,0,0,0,0,0.018867925,0,0,0,0,0.031446541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006289308,0,0,0,0,0,0,0,0,0,0.012578616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006289308,0,0,0,0,0,0.012578616,0,0,0,0.012578616,0.006289308,0.018867925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43.02,0.07,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.007782101,0,0.011673152,0.011673152,0,0,0,0,0,0.031128405,0,0,0,0,0.011673152,0,0,0,0,0,0,0.003891051,0.007782101,0,0,0,0,0.003891051,0.003891051,0,0,0,0,0,0.003891051,0,0.019455253,0,0,0.023346304,0,0.007782101,0,0,0,0,0,0.007782101,0,0,0.007782101,0.007782101,0.011673152,0,0.003891051,0,0,0,0.038910506,0,0,0,0,0,0,0,0,0.003891051,0,0,0,0,0.003891051,0,0,0,0,0,0.003891051,0,0,0.085603113,0,0,0,0,0,0,0,0,0.003891051,0,0,0,0,0,0,0,0.003891051,0.007782101,0,0.019455253,0,0,0.003891051,0,0,0,0,0,0,0.007782101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003891051,0.003891051,0,0,0,0,0,0,0,0.003891051,0,0,0,0,0,0,0.015564202,0,0.011673152,0,0,0,0.003891051,0,0,0.003891051,0,0,0.003891051,0,0,0,0,0,0.003891051,0,0,0,0,0.003891051,0,0,0,0.042801556,0.035019455,0,0,0,0,0.003891051,0,0,0.007782101,0.023346304,0.035019455,0.011673152,0,0.003891051,0.003891051,0,0.003891051,0,0.003891051,0,0,0,0,0,0.011673152,0.003891051,0,0,0.003891051,0.007782101,0,0,0.031128405,0,0,0,0,0,0,0,0,0,0,0.023346304,0,0.003891051,0,0,0,0,0,0,0,0,1
